STEP 0; UNIT Opportunity; POSITION [13,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 60; UNIT roverlyDope; POSITION [13,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 61; UNIT Opportunity; POSITION [8,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 61; UNIT roverlyDope; POSITION [12,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 62; UNIT Opportunity; POSITION [9,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 62; UNIT roverlyDope; POSITION [13,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 63; UNIT Opportunity; POSITION [8,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 63; UNIT roverlyDope; POSITION [12,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 64; UNIT Opportunity; POSITION [8,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 64; UNIT roverlyDope; POSITION [11,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 65; UNIT Opportunity; POSITION [7,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 65; UNIT roverlyDope; POSITION [10,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 66; UNIT Opportunity; POSITION [8,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 66; UNIT roverlyDope; POSITION [11,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 67; UNIT Opportunity; POSITION [9,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 67; UNIT roverlyDope; POSITION [11,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 68; UNIT Opportunity; POSITION [10,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 68; UNIT roverlyDope; POSITION [11,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 69; UNIT Opportunity; POSITION [10,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 69; UNIT roverlyDope; POSITION [11,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 70; UNIT Opportunity; POSITION [10,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 70; UNIT roverlyDope; POSITION [12,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 71; UNIT Opportunity; POSITION [10,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 71; UNIT roverlyDope; POSITION [12,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 72; UNIT Opportunity; POSITION [11,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 72; UNIT roverlyDope; POSITION [12,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 73; UNIT Opportunity; POSITION [12,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: COLONIZABLE; 
STEP 73; UNIT roverlyDope; POSITION [13,12]; CURRENT TASK: Mine;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine; OUTCOME: COLONIZABLE; 
STEP 74; UNIT Opportunity; POSITION [13,12]; CURRENT TASK: Mine;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine; OUTCOME: COLONIZABLE; 
STEP 74; UNIT roverlyDope; POSITION [14,13]; CURRENT TASK: Mine;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine; OUTCOME: COLONIZABLE; 
STEP 75; UNIT Opportunity; POSITION [14,13]; CURRENT TASK: Mine;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine; OUTCOME: COLONIZABLE; 
STEP 75; UNIT roverlyDope; POSITION [15,14]; CURRENT TASK: Mine;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine; OUTCOME: COLONIZABLE; 
STEP 76; UNIT Opportunity; POSITION [15,14]; CURRENT TASK: Mine;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine; OUTCOME: COLONIZABLE; 
STEP 76; UNIT roverlyDope; POSITION [16,15]; CURRENT TASK: Mine;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine; OUTCOME: COLONIZABLE; 
STEP 77; UNIT Opportunity; POSITION [16,15]; CURRENT TASK: Mine;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine; OUTCOME: COLONIZABLE; 
STEP 77; UNIT roverlyDope; POSITION [16,16]; CURRENT TASK: Mine;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine; OUTCOME: COLONIZABLE; 
STEP 78; UNIT Opportunity; POSITION [16,16]; CURRENT TASK: Mine;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.TargetedMovementRoutine; OUTCOME: COLONIZABLE; 
STEP 78; UNIT roverlyDope; POSITION [16,16]; CURRENT TASK: Mine;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.MiningRoutine; OUTCOME: COLONIZABLE; 
STEP 79; UNIT Opportunity; POSITION [16,16]; CURRENT TASK: Mine;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.MiningRoutine; OUTCOME: COLONIZABLE; 
STEP 79; UNIT roverlyDope; POSITION [16,16]; CURRENT TASK: Mine;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.MiningRoutine; OUTCOME: COLONIZABLE; 
STEP 80; UNIT Opportunity; POSITION [16,16]; CURRENT TASK: Mine;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.MiningRoutine; OUTCOME: COLONIZABLE; 
STEP 80; UNIT roverlyDope; POSITION [16,16]; CURRENT TASK: Mine;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.MiningRoutine; OUTCOME: COLONIZABLE; 
STEP 81; UNIT Opportunity; POSITION [16,16]; CURRENT TASK: Mine;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.MiningRoutine; OUTCOME: COLONIZABLE; 
STEP 81; UNIT roverlyDope; POSITION [16,16]; CURRENT TASK: Mine;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.MiningRoutine; OUTCOME: COLONIZABLE; 
STEP 82; UNIT Opportunity; POSITION [16,16]; CURRENT TASK: Mine;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.MiningRoutine; OUTCOME: COLONIZABLE; 
STEP 82; UNIT roverlyDope; POSITION [16,16]; CURRENT TASK: Mine;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.MiningRoutine; OUTCOME: COLONIZABLE; 
STEP 0; UNIT Opportunity; POSITION [13,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 0; UNIT roverlyDope; POSITION [13,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 1; UNIT Opportunity; POSITION [14,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 1; UNIT roverlyDope; POSITION [13,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 2; UNIT Opportunity; POSITION [14,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 2; UNIT roverlyDope; POSITION [12,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 3; UNIT Opportunity; POSITION [13,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 3; UNIT roverlyDope; POSITION [12,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 4; UNIT Opportunity; POSITION [14,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 4; UNIT roverlyDope; POSITION [11,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 5; UNIT Opportunity; POSITION [13,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 5; UNIT roverlyDope; POSITION [12,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 6; UNIT Opportunity; POSITION [12,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 6; UNIT roverlyDope; POSITION [11,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 7; UNIT Opportunity; POSITION [12,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 7; UNIT roverlyDope; POSITION [12,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 8; UNIT Opportunity; POSITION [13,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 8; UNIT roverlyDope; POSITION [11,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 9; UNIT Opportunity; POSITION [13,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 9; UNIT roverlyDope; POSITION [11,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 10; UNIT Opportunity; POSITION [14,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 10; UNIT roverlyDope; POSITION [10,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 11; UNIT Opportunity; POSITION [14,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 11; UNIT roverlyDope; POSITION [10,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 12; UNIT Opportunity; POSITION [15,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 12; UNIT roverlyDope; POSITION [10,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 13; UNIT Opportunity; POSITION [16,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 13; UNIT roverlyDope; POSITION [11,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 14; UNIT Opportunity; POSITION [15,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 14; UNIT roverlyDope; POSITION [11,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 15; UNIT Opportunity; POSITION [16,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 15; UNIT roverlyDope; POSITION [12,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 16; UNIT Opportunity; POSITION [17,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 16; UNIT roverlyDope; POSITION [13,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 17; UNIT Opportunity; POSITION [16,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 17; UNIT roverlyDope; POSITION [13,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 18; UNIT Opportunity; POSITION [15,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 18; UNIT roverlyDope; POSITION [14,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 19; UNIT Opportunity; POSITION [16,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 19; UNIT roverlyDope; POSITION [15,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 20; UNIT Opportunity; POSITION [15,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 20; UNIT roverlyDope; POSITION [15,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 21; UNIT Opportunity; POSITION [14,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 21; UNIT roverlyDope; POSITION [16,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 22; UNIT Opportunity; POSITION [13,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 22; UNIT roverlyDope; POSITION [16,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 23; UNIT Opportunity; POSITION [14,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 23; UNIT roverlyDope; POSITION [15,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 24; UNIT Opportunity; POSITION [14,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 24; UNIT roverlyDope; POSITION [16,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 25; UNIT Opportunity; POSITION [13,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 25; UNIT roverlyDope; POSITION [15,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 26; UNIT Opportunity; POSITION [12,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 26; UNIT roverlyDope; POSITION [16,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 27; UNIT Opportunity; POSITION [12,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 27; UNIT roverlyDope; POSITION [17,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 28; UNIT Opportunity; POSITION [12,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 28; UNIT roverlyDope; POSITION [18,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 29; UNIT Opportunity; POSITION [13,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 29; UNIT roverlyDope; POSITION [19,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 30; UNIT Opportunity; POSITION [12,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 30; UNIT roverlyDope; POSITION [19,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 31; UNIT Opportunity; POSITION [11,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 31; UNIT roverlyDope; POSITION [20,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 32; UNIT Opportunity; POSITION [11,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 32; UNIT roverlyDope; POSITION [20,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 33; UNIT Opportunity; POSITION [10,20]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 33; UNIT roverlyDope; POSITION [20,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 34; UNIT Opportunity; POSITION [11,20]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 34; UNIT roverlyDope; POSITION [21,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 35; UNIT Opportunity; POSITION [10,21]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 35; UNIT roverlyDope; POSITION [20,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 36; UNIT Opportunity; POSITION [11,21]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
